PL VL1 VL2 VL3
9 3.08 3.26 2.77
9 6.78 5.68 4.75
9 2.92 3.52 3.39
9 0.18 0.36 0.35
9 4.57 3.4 2.93
9 2.07 1.98 1.98
9 0.3 0.71 0.63
9 0.03 0.52 0.21
9 1.97 1.87 1.94
9 4.53 2.11 2.27
9 4.4 2.85 1.96
9 2.29 2.05 1.95
9 1.7 1.42 1.8
9 3.61 3.63 3.42
9 2.75 3.73 4.14
9 3.98 4.04 4.08
9 3.75 3.86 4.02
9 3.61 3.37 2.6
9 0.16 0.92 1.16
9 5.04 2.76 0.0
9 2.76 2.74 2.55
10 4.78 4.88 5.06
10 4.35 3.97 3.97
10 5.41 6.74 6.93
10 4.77 6.87 5.59
10 NaN NaN NaN
10 6.85 5.82 4.61
10 3.41 4.42 4.47
10 0.85 3.15 2.3
10 5.23 4.11 3.69
10 2.66 4.15 4.25
10 NaN NaN NaN
10 1.01 1.45 1.36
10 2.5 2.49 2.56
10 NaN NaN NaN
10 1.56 1.63 1.5
10 3.67 5.07 5.01
10 3.15 3.19 2.96
10 4.85 3.68 4.22
10 5.14 4.22 4.73
10 6.53 3.62 2.61
10 4.34 4.57 4.9
10 3.93 3.61 3.53
10 NaN NaN NaN
10 5.24 3.2 4.24
10 7.38 5.64 5.07
11 3.1 2.63 2.91
11 2.7 3.22 2.81
11 4.94 4.81 4.49
11 3.57 5.13 5.26
11 3.09 4.63 3.94
11 6.66 5.66 4.09
11 3.79 2.94 3.06
11 0.02 0.05 0.07
11 4.84 3.7 3.25
11 2.93 3.15 3.05
11 0.0 0.32 0.36
11 0.05 0.37 0.22
11 2.21 2.27 2.08
11 4.82 2.56 2.61
11 2.78 3.63 1.66
11 2.26 1.74 1.64
11 0.74 0.44 0.67
11 3.11 3.34 3.38
11 2.97 3.37 3.81
11 4.71 3.59 3.58
11 3.94 4.09 4.06
11 3.99 3.38 3.45
11 0.06 0.06 0.41
11 5.28 2.95 4.28
11 2.31 2.37 1.87
12 0.41 0.78 1.02
12 2.01 1.86 1.54
12 3.29 0.1 0.0
12 1.79 0.0 0.35
12 3.65 0.0 5.06
12 0.0 3.04 1.77
12 2.63 1.24 1.46
12 0.0 0.0 0.21
12 2.4 1.55 0.65
12 2.09 2.57 2.24
12 NaN NaN NaN
12 NaN NaN NaN
12 0.0 1.74 1.42
12 0.0 1.64 1.91
12 0.0 0.04 0.09
12 2.19 4.25 3.4
12 0.11 0.13 0.0
12 2.39 2.23 2.51
12 2.06 2.48 2.79
12 4.36 3.38 3.18
12 2.9 2.92 3.02
12 3.04 2.39 2.33
12 0.04 0.47 0.26
12 3.35 1.0 2.44
12 0.94 1.01 0.61
13 0.2 0.25 0.64
13 3.82 3.42 3.9
13 2.44 3.01 1.71
13 2.26 4.03 3.85
13 3.22 0.87 0.14
13 3.42 3.63 1.72
13 0.0 0.15 0.33
13 4.26 1.7 4.68
13 7.97 3.25 3.24
13 2.48 2.57 2.39
13 3.24 0.39 0.63
13 3.25 0.83 0.5
13 4.94 2.53 2.41
13 9.56 4.1 4.26
13 2.45 3.52 3.25
13 3.63 4.21 3.75
13 3.5 2.65 3.11
13 3.73 4.6 5.13
13 2.7 3.42 3.67
13 5.58 4.74 4.68
13 5.0 5.48 5.55
13 2.35 2.84 2.61
13 NaN NaN NaN
13 4.85 2.53 3.93
13 3.73 2.67 3.29
14 2.02 2.21 1.67
14 2.01 1.78 1.24
14 0.01 0.72 0.37
14 3.49 6.69 6.8
14 2.19 3.25 2.38
14 3.48 3.41 1.75
14 1.17 0.0 0.36
14 0.73 4.45 1.53
14 NaN NaN NaN
14 4.95 4.55 4.38
14 NaN NaN NaN
14 0.12 0.39 0.09
14 0.46 0.31 0.0
14 3.94 1.69 1.62
14 3.35 4.2 3.26
14 0.0 0.0 0.02
14 2.94 2.37 2.44
14 0.08 0.29 0.98
14 0.47 0.99 1.43
14 2.81 1.62 1.43
14 2.93 2.66 2.7
14 0.48 0.48 0.41
14 0.1 1.89 2.13
14 4.96 2.07 3.29
14 2.51 2.19 1.92
